user_id,session_id,age_group,dwell_time,pageviews,clicked,engagement_score
7799,107,25-34,7.234277049349664,5,0,4.893710819739866
2739,108,18-24,0.006717602412986645,8,0,3.202687040965195
1919,109,55+,33.873548077749625,5,0,15.54941923109985
7947,110,35-44,21.30243747787303,5,1,10.720974991149212
9081,111,35-44,31.460484522495246,4,0,14.1841938089981
2507,112,55+,5.028915061552472,2,1,3.011566024620989
6124,113,18-24,5.036790990269375,3,1,3.4147163961077505
8823,114,45-54,6.387334401940187,3,0,3.7549337607760753
1948,115,45-54,49.709757329247154,3,1,21.28390293169886
3819,116,55+,67.65832081598589,2,0,27.863328326394356
4142,117,55+,15.177880769804572,0,0,6.071152307921829
6152,118,55+,12.684869591951198,1,0,5.47394783678048
9411,119,25-34,38.95258516952583,4,0,17.181034067810334
5132,120,18-24,103.90886806669683,2,1,42.563547226678736
1132,121,18-24,40.65983413463412,7,1,19.26393365385365
6754,122,25-34,12.121361511393902,8,0,8.048544604557561
1860,123,18-24,9.99938366250668,7,0,6.799753465002673
7460,124,35-44,1.2769969611260352,2,0,1.310798784450414
5919,125,55+,15.262668111804947,0,0,6.10506724472198
7460,126,35-44,18.704760096652556,7,1,10.481904038661023
8271,127,45-54,5.283721881072363,2,0,2.913488752428946
3282,128,35-44,2.319687633470128,3,0,2.1278750533880513
1026,129,55+,57.99131650450761,3,0,24.396526601803043
2825,130,45-54,12.19466783571438,4,0,6.477867134285752
2250,131,18-24,86.5784454965589,6,0,37.03137819862356
4691,132,55+,21.20571172774307,3,1,9.882284691097226
8669,133,35-44,1.3157464876701976,3,0,1.7262985950680791
4388,134,25-34,29.774176326909625,3,0,13.10967053076385
3985,135,18-24,16.26332217000497,6,0,8.905328868001988
4754,136,18-24,4.483232290308867,7,0,4.593292916123547
9568,137,18-24,13.18886904425862,7,0,8.07554761770345
2065,138,18-24,65.58727451920686,6,1,28.834909807682745
3037,139,35-44,13.119162916117263,10,0,9.247665166446906
2495,140,35-44,24.71597511842233,5,0,11.886390047368934
6497,141,25-34,4.770635290504907,6,0,4.308254116201963
3081,142,55+,35.5757641323147,3,0,15.430305652925881
2698,143,55+,109.292017987965,0,0,43.716807195186
233,144,45-54,16.40059639938818,3,0,7.760238559755273
7707,145,35-44,157.75446370085487,5,0,65.10178548034196
1878,146,45-54,1.7101063789846986,7,0,3.4840425515938795
1118,147,55+,16.715528227739345,0,1,6.886211291095738
4534,148,18-24,59.30406809848986,15,0,29.721627239395943
4221,149,25-34,2.8874692600959135,3,1,2.554987704038366
8995,150,55+,1.189821317752586,3,0,1.6759285271010347
7151,151,35-44,21.403193472118527,2,1,9.561277388847412
947,152,25-34,29.15646326239513,5,0,13.662585304958052
1386,153,55+,32.22376537431205,1,0,13.289506149724822
2590,154,18-24,29.278512306970825,8,1,15.111404922788331
3751,155,18-24,71.81504955281555,4,1,30.526019821126223
172,156,18-24,37.51033087696933,3,1,16.40413235078773
3752,157,25-34,12.585460690223453,2,0,5.834184276089381
312,158,35-44,3.1835746964728253,6,0,3.673429878589131
5947,159,55+,19.474336113839687,6,0,10.189734445535876
5808,160,25-34,88.13732958933383,5,0,37.25493183573354
875,161,18-24,95.93957329668581,9,1,42.17582931867433
461,162,18-24,155.11781844850518,3,0,63.24712737940207
2757,163,55+,10.903645199358166,3,0,5.561458079743267
7768,164,45-54,4.569882503711641,4,0,3.4279530014846564
3888,165,35-44,20.544528044665707,4,1,10.017811217866281
6530,166,18-24,67.97208915370855,7,0,29.988835661483424
373,167,25-34,53.411701151193526,4,0,22.964680460477414
3515,168,55+,27.723910224614194,3,0,12.28956408984568
9624,169,55+,12.586125630693695,4,0,6.634450252277478
6703,170,45-54,26.258432282077834,4,0,12.103372912831134
5125,171,55+,12.247892706849477,1,1,5.499157082739791
2985,172,45-54,8.99217892108984,3,0,4.796871568435936
2114,173,25-34,39.4140029990414,6,1,18.36560119961656
1873,174,35-44,46.80380297579284,2,1,19.721521190317137
8367,175,18-24,148.67310577836886,5,1,61.66924231134755
5048,176,35-44,42.58994918058932,4,0,18.63597967223573
9231,177,18-24,9.887347772259819,4,1,5.754939108903928
5299,178,45-54,23.15909531695452,2,0,10.06363812678181
5597,179,45-54,1.6256046680165026,2,1,1.650241867206601
4660,180,45-54,5.410863664515784,1,0,2.5643454658063134
6594,181,35-44,4.737740205858077,5,0,3.8950960823432306
3580,182,35-44,7.075250712869577,3,0,4.030100285147832
1695,183,25-34,31.87821479531734,4,0,14.351285918126937
2475,184,45-54,16.674904768115596,5,0,8.66996190724624
9388,185,18-24,56.333734818216136,3,1,23.933493927286456
3660,186,55+,29.48027443816513,4,0,13.392109775266052
6966,187,18-24,59.65494708651878,3,0,25.061978834607512
2117,188,35-44,21.64965268460054,1,0,9.059861073840217
4163,189,35-44,77.57478619872226,4,0,32.62991447948891
9549,190,25-34,179.07202997907802,3,1,73.02881199163122
4243,191,25-34,112.76582978486539,8,0,48.30633191394616
2014,192,25-34,73.53668838600099,5,0,31.414675354400398
9539,193,55+,63.001431764489254,3,1,26.600572705795702
4959,194,45-54,59.40659905710718,2,0,24.562639622842873
8973,195,45-54,1.6513064969406952,4,1,2.4605225987762784
4508,196,55+,38.826277407354794,6,0,17.930510962941916
4112,197,18-24,20.99942969568802,5,1,10.599771878275208
9918,198,35-44,2.078716398904749,3,1,2.2314865595619
4986,199,45-54,1.550825289620165,2,0,1.4203301158480661
8303,200,35-44,15.747648222473204,3,1,7.699059288989282
481,201,18-24,49.928544882092154,8,1,23.37141795283686
4062,202,25-34,16.266492375548683,2,0,7.306596950219474
2739,203,18-24,1.6220085337300958,8,0,3.8488034134920386
284,204,45-54,4.415858253803276,2,0,2.566343301521311
4619,205,45-54,2.3539530011760355,2,0,1.7415812004704143
9856,206,55+,10.62124002749331,0,1,4.448496010997324
5271,207,45-54,14.20580975439004,3,1,7.082323901756017
3826,208,55+,10.698927590092666,3,1,5.679571036037067
7857,209,45-54,11.268448064507476,2,1,5.507379225802991
3661,210,18-24,19.22131144502916,4,1,9.488524578011663
6658,211,45-54,17.022836995868097,2,0,7.609134798347239
1485,212,18-24,18.62310627824306,5,1,9.649242511297224
7023,213,25-34,1.7501565048062155,2,1,1.7000626019224863
6404,214,25-34,10.036313672900839,3,0,5.2145254691603355
6553,215,18-24,32.04912418093349,6,0,15.219649672373396
3510,216,55+,92.2456266768945,5,1,39.09825067075781
3099,217,25-34,0.9573599355049794,7,1,3.382943974201992
7402,218,25-34,13.61152662443401,4,1,7.2446106497736045
5460,219,25-34,14.199586688062109,4,0,7.279834675224844
4025,220,45-54,8.011362847758829,2,0,4.004545139103532
1453,221,35-44,29.055807167401326,7,1,14.62232286696053
1833,222,25-34,11.48313265096371,4,0,6.193253060385485
7683,223,25-34,95.68139048443003,8,0,41.472556193772014
773,224,45-54,10.530434898617184,4,0,5.8121739594468735
2243,225,45-54,49.79312645935254,3,0,21.11725058374102
4880,226,25-34,3.4258843508296,5,0,3.37035374033184
6243,227,45-54,1.1383650662437652,2,0,1.2553460264975063
8940,228,35-44,191.95117396782308,8,0,79.98046958712924
7019,229,25-34,43.33656125057955,3,1,18.73462450023182
2266,230,25-34,60.79445238884268,8,0,27.517780955537074
9095,231,18-24,37.7952769328398,4,0,16.71811077313592
741,232,25-34,20.94489335236737,3,0,9.577957340946949
8406,233,45-54,106.5712518196054,3,0,43.82850072784216
1368,234,45-54,11.44473759459277,5,0,6.577895037837108
2349,235,25-34,89.27044358161945,5,1,37.90817743264778
4984,236,35-44,6.901395551168778,6,1,5.360558220467512
9227,237,35-44,25.34531368680282,2,0,10.93812547472113
1941,238,25-34,3.0987825757667853,3,0,2.4395130303067143
2651,239,18-24,74.43620444719497,10,1,33.97448177887799
1041,240,35-44,3.664329444335338,3,1,2.8657317777341356
3651,241,25-34,73.04603287470275,4,0,30.818413149881103
3578,242,45-54,5.807513051536686,6,0,4.7230052206146755
5691,243,55+,26.838889419704586,3,0,11.935555767881834
3108,244,35-44,87.1299044852096,4,1,36.651961794083846
4407,245,25-34,14.629669747415528,4,0,7.451867898966212
6202,246,45-54,49.25816570161829,2,0,20.503266280647317
7277,247,25-34,51.54572287023789,3,1,22.018289148095157
2396,248,35-44,1.1564480807943225,3,0,1.662579232317729
8269,249,18-24,126.49961685868547,6,1,53.19984674347419
9447,250,45-54,8.824490759079858,8,0,6.729796303631943
2684,251,25-34,6.864375524842524,4,0,4.34575020993701
1318,252,25-34,5.29052548303543,5,1,4.3162101932141725
5449,253,25-34,13.215615518230095,6,0,7.686246207292038
8873,254,25-34,0.001170876963743531,4,0,1.6004683507854975
543,255,25-34,1.8274616886337363,8,0,3.9309846754534945
1094,256,25-34,84.26098402142422,4,0,35.30439360856969
4090,257,55+,1.4400723278335004,1,0,0.9760289311334002
4363,258,35-44,11.890736495171886,5,1,6.956294598068755
6422,259,55+,0.9490420390159108,1,0,0.7796168156063643
7250,260,55+,49.959616228899264,0,1,20.183846491559706
8489,261,55+,23.692739651090704,1,0,9.877095860436283
5092,262,25-34,34.481486780184255,6,1,16.392594712073702
2702,263,45-54,29.14700382244611,2,0,12.458801528978444
9394,264,55+,18.487714098305798,0,0,7.395085639322319
7598,265,35-44,28.018883079131317,2,0,12.007553231652528
4094,266,18-24,62.65502909880916,3,0,26.262011639523664
8089,267,18-24,9.139422006973566,4,1,5.455768802789427
17,268,45-54,20.495140030832232,2,1,9.198056012332893
7688,269,45-54,5.044558194074929,5,0,4.017823277629972
2069,270,45-54,31.536507115257272,4,0,14.21460284610291
6317,271,45-54,9.87720408481013,2,0,4.750881633924052
2102,272,45-54,21.002081419307135,8,0,11.600832567722854
495,273,55+,2.953731139144137,0,0,1.181492455657655
8759,274,45-54,33.7227672488759,2,0,14.28910689955036
9657,275,18-24,15.240832217069975,5,0,8.096332886827991
3951,276,35-44,0.8852616073210652,4,1,2.1541046429284263
5680,277,35-44,4.5831797820037865,6,0,4.233271912801515
2604,278,45-54,16.443086895261338,4,0,8.177234758104536
7624,279,35-44,18.103543102835012,5,1,9.441417241134005
8501,280,45-54,15.477919867884298,2,0,6.991167947153719
1495,281,45-54,2.19489488935866,0,1,1.0779579557434642
8331,282,35-44,11.074575092320856,2,1,5.429830036928343
4272,283,35-44,67.55654550549605,3,1,28.422618202198418
1233,284,18-24,51.40887756072152,5,1,22.76355102428861
9757,285,55+,49.98158838506478,2,0,20.792635354025915
3506,286,25-34,120.06640980537341,8,0,51.22656392214937
1211,287,55+,9.980112792278625,2,0,4.79204511691145
5414,288,25-34,31.51773590397724,8,0,15.807094361590895
1827,289,55+,25.802876794036937,2,0,11.121150717614777
7347,290,35-44,27.02079495609788,5,0,12.808317982439153
8038,291,55+,23.475356147244756,3,1,10.790142458897904
1092,292,35-44,0.06321239060847579,4,0,1.6252849562433904
8326,293,18-24,33.51629920878998,6,1,16.006519683515993
3133,294,55+,0.562573473610194,0,0,0.22502938944407763
6098,295,18-24,6.4755796926171065,2,1,3.5902318770468433
3298,296,55+,21.319440485089146,4,0,10.127776194035658
7790,297,45-54,22.808532592664694,4,0,10.723413037065878
9500,298,55+,0.11930671840929463,2,1,1.047722687363718
201,299,25-34,40.449827811642734,9,1,19.979931124657096
7113,300,18-24,172.428712907428,7,0,71.7714851629712
9753,301,18-24,46.1107024925509,5,0,20.44428099702036
5998,302,18-24,13.675238076994646,4,0,7.070095230797859
7834,303,45-54,11.422014816482323,3,0,5.768805926592929
6976,304,18-24,139.1791513181981,4,0,57.271660527279245
1438,305,18-24,93.01788705872997,6,0,39.60715482349199
2710,306,45-54,15.100073786944916,2,0,6.840029514777966
9923,307,35-44,18.48293157485665,5,0,9.393172629942661
3397,308,55+,24.762636604029154,2,0,10.705054641611664
3162,309,35-44,3.8911125840972547,4,1,3.3564450336389022
37,310,35-44,11.349141549980244,6,1,7.139656619992098
8145,311,55+,11.597065144728699,5,1,6.83882605789148
5133,312,25-34,14.189051015604226,4,0,7.275620406241691
9399,313,55+,22.46911789999242,2,0,9.787647159996968
4964,314,35-44,2.460881866130327,6,0,3.384352746452131
6387,315,55+,44.635749479149126,2,0,18.654299791659653
5456,316,25-34,22.827381029636275,7,0,11.930952411854511
4517,317,35-44,102.40531012421523,3,0,42.1621240496861
8462,318,35-44,14.612528013180283,8,0,9.045011205272115
5062,319,35-44,18.32932265944339,4,1,9.131729063777355
3343,320,35-44,7.628752769590825,5,0,5.05150110783633
6604,321,18-24,41.57550124627808,6,0,19.030200498511235
8059,322,25-34,2.112986135148294,4,0,2.445194454059318
7486,323,18-24,116.46319946475586,2,1,47.585279785902344
9177,324,45-54,34.38612130090444,2,0,14.554448520361777
3719,325,55+,37.76662181272684,2,1,16.106648725090736
8069,326,35-44,0.24364046408708714,3,0,1.297456185634835
2259,327,25-34,45.288126348256625,2,1,19.11525053930265
6006,328,55+,28.69317552807928,1,0,11.877270211231712
45,329,25-34,64.43651847110496,2,0,26.574607388441986
4838,330,45-54,8.829970957251119,5,0,5.5319883829004475
4393,331,45-54,7.1971270397037905,4,0,4.478850815881517
256,332,35-44,22.56998294235968,6,1,11.627993176943871
7131,333,35-44,16.82113142922447,2,0,7.528452571689788
8764,334,18-24,1.273592641758524,10,0,4.509437056703409
7847,335,18-24,28.880399297417036,10,0,15.552159718966815
5436,336,45-54,8.514687015176307,4,0,5.005874806070523
3316,337,45-54,7.054521906428969,4,0,4.421808762571588
3912,338,35-44,29.73064239730559,1,1,12.492256958922237
6031,339,55+,39.17606363252944,2,0,16.470425453011778
3874,340,25-34,69.23243613645809,4,1,29.492974454583237
8414,341,55+,1.03162862953212,2,1,1.4126514518128481
3455,342,45-54,102.43347194546786,2,1,41.97338877818714
6462,343,45-54,5.874362564358031,3,1,3.749745025743213
2719,344,55+,31.386340572493143,2,0,13.354536228997258
19,345,18-24,31.89619258152335,10,1,16.95847703260934
2174,346,35-44,61.987400551519045,5,0,26.79496022060762
992,347,35-44,16.288037220862318,3,0,7.715214888344928
919,348,55+,66.43065866069423,1,0,26.972263464277695
7271,349,45-54,80.08644614532372,2,0,32.834578458129485
3308,350,45-54,16.130074465149132,5,0,8.452029786059654
9096,351,45-54,57.160758568091524,4,1,24.66430342723661
8599,352,18-24,39.59684068791277,7,1,18.838736275165108
4404,353,45-54,26.26691860319185,2,0,11.306767441276742
7908,354,18-24,24.915042911184504,3,0,11.166017164473804
6418,355,55+,11.241474225484398,1,0,4.89658969019376
2330,356,18-24,89.84282250372654,9,0,39.53712900149062
9546,357,18-24,10.431480103908758,3,0,5.372592041563504
3086,358,45-54,26.20178480036019,3,1,11.880713920144075
2746,359,18-24,9.40562961645846,3,0,4.962251846583385
5289,360,25-34,25.92950963856007,6,0,12.771803855424029
5994,361,18-24,66.774641368957,4,0,28.309856547582804
8183,362,55+,72.6363779354352,2,0,29.854551174174084
2871,363,35-44,27.273436629004767,4,0,12.509374651601908
1820,364,25-34,63.6121246535798,7,0,28.24484986143192
7950,365,18-24,29.92121184889006,2,0,12.768484739556026
840,366,35-44,28.868608256506924,3,0,12.747443302602772
2825,367,45-54,3.5505319532613933,1,1,2.0202127813045574
7710,368,25-34,74.29431811253542,5,0,31.71772724501417
4703,369,55+,10.254718537957977,4,0,5.701887415183192
3507,370,55+,44.62486893100125,4,0,19.449947572400504
8565,371,18-24,4.084868456559683,4,1,3.4339473826238733
6812,372,35-44,9.221413513344613,3,0,4.888565405337846
2670,373,55+,22.27464384400431,2,0,9.709857537601724
2182,374,18-24,96.49371882000034,7,1,41.59748752800014
6136,375,55+,8.20572962000895,3,0,4.48229184800358
9469,376,55+,14.67534226532526,4,0,7.470136906130104
1562,377,25-34,39.686796982126225,4,0,17.474718792850492
488,378,35-44,42.95341332656989,7,0,19.981365330627956
6400,379,18-24,58.21609133621777,5,0,25.28643653448711
9951,380,18-24,24.379230548478503,10,1,13.9516922193914
551,381,35-44,0.22969349813119566,7,0,2.8918773992524787
2048,382,25-34,125.07991348625355,12,0,54.831965394501424
3997,383,18-24,55.00582555572553,4,0,23.602330222290213
9031,384,25-34,16.798477166972337,1,0,7.119390866788935
3535,385,45-54,7.318918967315342,7,1,5.927567586926137
2949,386,45-54,11.662757144917128,3,0,5.865102857966852
1194,387,25-34,27.80499018399748,4,1,12.921996073598992
6619,388,25-34,44.05120736931464,6,0,20.02048294772586
9094,389,25-34,27.59944577570542,5,0,13.039778310282168
8380,390,35-44,4.962864455221764,4,1,3.785145782088706
8415,391,35-44,4.082501292856573,3,1,3.0330005171426295
4910,392,18-24,86.40672042789964,3,0,35.76268817115986
2916,393,35-44,32.940932058158296,6,0,15.57637282326332
188,394,18-24,17.448255463896896,8,0,10.179302185558758
4780,395,35-44,84.06920144042402,6,1,36.22768057616961
4902,396,35-44,18.271517381688728,1,1,7.908606952675492
3458,397,45-54,41.97630379493118,5,0,18.790521517972472
1877,398,18-24,43.49740439796177,3,0,18.59896175918471
5849,399,35-44,6.126696472875193,4,0,4.050678589150078
3130,400,45-54,3.0949607763770657,6,0,3.6379843105508267
2480,401,18-24,89.45311869345984,8,0,38.98124747738394
4077,402,18-24,21.3788006516243,7,1,11.55152026064972
7064,403,18-24,18.640130485658112,2,0,8.256052194263246
3755,404,55+,21.073119129704658,1,0,8.829247651881865
5251,405,45-54,51.19974190877989,2,0,21.27989676351196
5229,406,25-34,4.153552527693691,3,1,3.061421011077477
1096,407,25-34,0.194317736478412,7,0,2.877727094591365
3070,408,55+,61.48449278330368,4,0,26.193797113321473
1282,409,25-34,1.9039604744552021,4,0,2.361584189782081
3292,410,18-24,12.145066585036004,10,0,8.8580266340144
787,411,25-34,34.86818999558626,7,1,16.947275998234506
7907,412,25-34,83.53030803431847,2,0,34.21212321372739
396,413,55+,3.7317241221067983,0,1,1.6926896488427194
4569,414,55+,0.20504873541672347,3,0,1.2820194941666896
2615,415,45-54,2.974837643443644,0,0,1.1899350573774576
6335,416,55+,19.116548096702687,1,0,8.046619238681075
9499,417,18-24,14.74339164053616,4,1,7.697356656214464
3274,418,45-54,18.80800603481134,3,1,8.923202413924535
6303,419,18-24,41.3943532994089,9,1,20.357741319763562
963,420,25-34,7.714439131118156,6,1,5.685775652447263
1117,421,45-54,69.13900005966742,2,0,28.45560002386697
7101,422,25-34,77.97675549913568,6,0,33.590702199654274
9512,423,45-54,1.1947752970823833,5,0,2.4779101188329533
7263,424,25-34,60.82852862169963,5,0,26.331411448679855
7687,425,18-24,8.712980958034677,4,1,5.285192383213871
1555,426,18-24,58.7322355510859,7,1,26.492894220434362
2660,427,35-44,16.975746485842,2,1,7.7902985943368
1339,428,45-54,13.76673478387426,1,1,6.106693913549704
3235,429,35-44,141.61074555023328,6,1,59.24429822009331
423,430,25-34,10.2665072513797,7,0,6.90660290055188
8720,431,25-34,13.996312702522758,5,0,7.598525081009104
6155,432,35-44,3.4496613722330323,1,0,1.779864548893213
4516,433,18-24,2.0906519022218517,4,0,2.4362607608887408
5403,434,25-34,34.67062827399702,4,0,15.468251309598807
9243,435,35-44,136.51436415164605,3,0,55.805745660658424
8272,436,45-54,0.35958507547321655,0,1,0.3438340301892866
5571,437,45-54,26.45557859486392,3,0,11.782231437945569
7070,438,25-34,4.316073530434831,10,0,5.726429412173933
6744,439,45-54,3.2633932848134624,1,0,1.705357313925385
2388,440,35-44,22.09485520008248,3,0,10.037942080032995
2248,441,55+,19.247872110374605,2,1,8.699148844149843
2717,442,45-54,81.77144245798326,0,1,32.908576983193306
3587,443,55+,6.719948564328883,2,0,3.4879794257315533
9797,444,45-54,9.000866808694195,1,0,4.000346723477678
5069,445,35-44,99.99496612950064,4,0,41.59798645180026
4146,446,35-44,42.45417706215379,4,0,18.58167082486152
8606,447,25-34,95.95326340421249,5,0,40.381305361685
5889,448,55+,2.7017245429252474,1,0,1.480689817170099
5308,449,35-44,50.91576465699918,0,0,20.366305862799674
9764,450,55+,12.707594677234974,1,0,5.48303787089399
682,451,55+,39.326676937360176,0,0,15.730670774944072
8045,452,18-24,20.876778376038367,6,0,10.750711350415347
9458,453,25-34,4.262985058918357,5,1,3.905194023567343
7853,454,18-24,40.822029367629064,5,0,18.328811747051628
9552,455,18-24,53.373798112760525,13,1,26.74951924510421
2497,456,35-44,182.16402105157442,4,0,74.46560842062976
9082,457,45-54,34.11278222934352,4,0,15.24511289173741
4068,458,55+,55.903241943502714,2,0,23.161296777401088
4058,459,18-24,0.37026463980626595,5,0,2.1481058559225064
3420,460,25-34,45.43868744253831,6,0,20.575474977015325
2132,461,18-24,18.472959028300497,6,1,9.989183611320199
7824,462,25-34,8.2713879195834,3,0,4.508555167833361
3478,463,35-44,24.405107078696023,3,0,10.96204283147841
7365,464,25-34,8.80978800135762,8,1,6.923915200543049
5262,465,55+,11.081095546153394,1,0,4.832438218461358
6249,466,55+,2.256561851294813,2,0,1.7026247405179253
161,467,35-44,9.118359569954146,5,0,5.647343827981659
884,468,35-44,3.058882305443787,5,0,3.2235529221775145
145,469,45-54,3.8662710720988587,2,0,2.3465084288395435
720,470,25-34,17.624828899135604,6,0,9.449931559654242
5433,471,35-44,9.959466795187739,4,0,5.583786718075096
6382,472,25-34,131.53893755473396,10,1,56.81557502189359
4511,473,18-24,0.21171307295104574,4,0,1.6846852291804184
9687,474,55+,30.727204173488953,1,0,12.690881669395582
9653,475,18-24,5.159336835599116,6,1,4.663734734239648
4383,476,55+,15.102077409318643,0,0,6.0408309637274575
7112,477,35-44,37.034431301129786,6,0,17.213772520451915
7416,478,18-24,41.31260727904573,8,1,19.92504291161829
8475,479,25-34,3.2748877000004013,4,1,3.109955080000161
2552,480,55+,0.7094743602271542,3,0,1.4837897440908618
